Agent_ID,Product_Category,Commission_Percentage
Agent_474962,Home & Furniture,47.37
Agent_2078193,Home & Furniture,52.80
Agent_887572,Auto & Accessories,20.92
Agent_1449342,Home & Furniture,91.32
Agent_103744,Home & Furniture,51.04
Agent_1306818,Auto & Accessories,96.38
Agent_633914,Electronics,30.87
Agent_374140,Home & Furniture,45.44
Agent_114009,Home & Furniture,61.99
Agent_2315949,Fashion,19.17
Agent_1242577,Electronics,26.27
Agent_138599,Electronics,74.84
Agent_2396913,Electronics,28.28
Agent_1621972,Auto & Accessories,14.13
Agent_397043,Fashion,97.28
Agent_2313019,Fashion,81.70
Agent_1668741,Home & Furniture,44.06
Agent_1953432,Home & Furniture,43.73
Agent_1251066,Electronics,8.49
Agent_442046,Electronics,97.41
Agent_327488,Fashion,98.00
Agent_1565418,Electronics,49.05
Agent_917686,Electronics,3.51
Agent_2168954,Auto & Accessories,28.33
Agent_407106,Electronics,72.69
Agent_1490320,Fashion,14.86
Agent_477791,Electronics,81.82
Agent_492628,Auto & Accessories,78.64
Agent_476001,Home & Furniture,86.78
Agent_967201,Electronics,85.37
Agent_2279913,Electronics,82.08
Agent_826953,Electronics,34.78
Agent_1071378,Auto & Accessories,84.35
Agent_1259825,Home & Furniture,80.92
Agent_1980605,Electronics,5.45
Agent_780943,Auto & Accessories,64.56
Agent_1488822,Fashion,16.99
Agent_444718,Home & Furniture,98.20
Agent_405805,Auto & Accessories,9.98
Agent_1497112,Fashion,36.43
Agent_2190567,Home & Furniture,58.27
Agent_1374725,Electronics,69.45
Agent_310475,Home & Furniture,63.28
Agent_2197475,Auto & Accessories,82.06
Agent_157353,Electronics,88.74
Agent_1773740,Home & Furniture,51.03
Agent_2404359,Fashion,61.15
Agent_140742,Fashion,58.90
Agent_1422356,Auto & Accessories,18.93
Agent_1765002,Fashion,15.03
Agent_2100051,Home & Furniture,78.72
Agent_1945084,Electronics,46.73
Agent_290986,Home & Furniture,74.29
Agent_86395,Home & Furniture,63.93
Agent_1819672,Home & Furniture,82.04
Agent_1989305,Fashion,38.54
Agent_357536,Fashion,29.14
Agent_1837259,Home & Furniture,46.82
Agent_738075,Auto & Accessories,26.81
Agent_2011860,Auto & Accessories,36.38
Agent_322002,Electronics,31.58
Agent_375499,Auto & Accessories,23.81
Agent_1645684,Electronics,13.67
Agent_291239,Home & Furniture,48.27
Agent_572293,Fashion,47.36
Agent_665357,Home & Furniture,36.76
Agent_1736963,Fashion,8.95
Agent_1912899,Electronics,12.68
Agent_1164061,Electronics,55.13
Agent_538328,Electronics,18.20
Agent_2403905,Home & Furniture,79.29
Agent_1960899,Auto & Accessories,15.68
Agent_110798,Electronics,73.14
Agent_1332536,Home & Furniture,63.42
Agent_2210934,Auto & Accessories,74.16
Agent_1944598,Fashion,44.81
Agent_398839,Electronics,92.39
Agent_1760671,Fashion,73.30
Agent_1519892,Home & Furniture,82.99
Agent_995230,Electronics,96.90
Agent_1240635,Home & Furniture,55.69
Agent_1499812,Fashion,40.86
Agent_2010769,Home & Furniture,81.68
Agent_669088,Electronics,94.75
Agent_1821640,Home & Furniture,87.74
Agent_109679,Auto & Accessories,95.17
Agent_1804475,Electronics,38.76
Agent_1683139,Home & Furniture,50.16
Agent_1988949,Electronics,64.46
Agent_497672,Auto & Accessories,99.13
Agent_1970362,Fashion,90.32
Agent_168866,Fashion,3.39
Agent_1979333,Electronics,99.08
Agent_1837977,Auto & Accessories,86.62
Agent_713427,Fashion,74.15
Agent_2242082,Electronics,98.69
Agent_2343845,Fashion,44.13
Agent_1417014,Home & Furniture,84.05
Agent_1819607,Auto & Accessories,76.28
Agent_308051,Auto & Accessories,86.72
Agent_1955291,Home & Furniture,46.26
Agent_175509,Auto & Accessories,20.94
Agent_1658812,Home & Furniture,30.11
Agent_2248101,Fashion,84.60
Agent_908263,Auto & Accessories,69.81
Agent_2383879,Fashion,66.19
Agent_1264724,Auto & Accessories,18.01
Agent_1113039,Auto & Accessories,44.67
Agent_1479428,Fashion,7.02
Agent_1998059,Auto & Accessories,35.44
Agent_30014,Fashion,11.11
Agent_883806,Auto & Accessories,20.86
Agent_2248721,Home & Furniture,67.74
Agent_939660,Electronics,29.28
Agent_392320,Electronics,80.06
Agent_1878410,Fashion,44.10
Agent_617937,Home & Furniture,60.95
Agent_924845,Home & Furniture,21.55
Agent_706513,Electronics,39.91
Agent_195363,Auto & Accessories,77.79
Agent_2176144,Home & Furniture,94.19
Agent_622925,Electronics,99.66
Agent_1594699,Fashion,25.44
Agent_882781,Electronics,78.95
Agent_181332,Electronics,89.55
Agent_1402691,Auto & Accessories,21.97
Agent_1422483,Electronics,46.94
Agent_431804,Auto & Accessories,12.44
Agent_1800801,Fashion,4.27
Agent_1401569,Home & Furniture,7.25
Agent_2190212,Home & Furniture,40.73
Agent_1232205,Fashion,12.94
Agent_1466794,Auto & Accessories,44.78
Agent_1414439,Home & Furniture,10.62
Agent_2379529,Fashion,83.10
Agent_1765144,Home & Furniture,16.29
Agent_1810951,Electronics,33.17
Agent_314271,Home & Furniture,52.85
Agent_2065972,Home & Furniture,85.48
Agent_1275025,Home & Furniture,44.93
Agent_1360010,Electronics,55.52
Agent_1282655,Electronics,7.50
Agent_1069195,Auto & Accessories,82.86
Agent_331691,Home & Furniture,66.84
Agent_1976018,Fashion,76.28
Agent_487693,Home & Furniture,80.77
Agent_443434,Fashion,50.58
Agent_189383,Electronics,85.08
Agent_353867,Home & Furniture,36.49
Agent_215143,Auto & Accessories,59.04
Agent_115069,Home & Furniture,55.22
Agent_1015876,Fashion,36.24
Agent_2065116,Auto & Accessories,84.04
Agent_1661830,Home & Furniture,79.26
Agent_1476050,Home & Furniture,10.96
Agent_1810723,Home & Furniture,7.96
Agent_179747,Electronics,58.74
Agent_616572,Fashion,6.48
Agent_2193684,Fashion,35.95
Agent_1140837,Home & Furniture,53.94
Agent_1787593,Auto & Accessories,20.70
Agent_1609320,Fashion,90.09
Agent_1881863,Fashion,66.07
Agent_2103418,Fashion,79.35
Agent_1699881,Auto & Accessories,1.87
Agent_2044737,Electronics,10.07
Agent_1317768,Electronics,98.46
Agent_1335878,Fashion,81.52
Agent_1277563,Electronics,86.30
Agent_33101,Home & Furniture,34.92
Agent_53964,Fashion,74.22
Agent_1896108,Auto & Accessories,2.18
Agent_407017,Electronics,96.09
Agent_511441,Auto & Accessories,61.51
Agent_949786,Fashion,61.64
Agent_1951701,Auto & Accessories,57.20
Agent_136873,Fashion,90.01
Agent_265475,Fashion,85.06
Agent_575700,Fashion,93.84
Agent_1805963,Home & Furniture,11.97
Agent_87225,Auto & Accessories,62.52
Agent_50690,Fashion,69.90
Agent_523092,Fashion,54.77
Agent_215435,Auto & Accessories,16.79
Agent_1077867,Fashion,69.99
Agent_553279,Home & Furniture,99.17
Agent_1330056,Electronics,87.73
Agent_1548740,Electronics,44.44
Agent_411859,Home & Furniture,16.62
Agent_777444,Home & Furniture,76.10
Agent_1115773,Electronics,97.20
Agent_1652839,Home & Furniture,37.75
Agent_200550,Electronics,70.29
Agent_1919949,Home & Furniture,59.11
Agent_238804,Fashion,81.37
Agent_363172,Auto & Accessories,72.41
Agent_1207428,Home & Furniture,86.53
Agent_1690431,Home & Furniture,87.41
Agent_357949,Auto & Accessories,37.22
Agent_430001,Fashion,7.48
Agent_483717,Auto & Accessories,8.66
Agent_158615,Auto & Accessories,28.01
Agent_2227798,Auto & Accessories,72.54
Agent_1177006,Auto & Accessories,44.51
Agent_1320777,Electronics,17.54
Agent_805404,Home & Furniture,52.09
Agent_201994,Electronics,21.62
Agent_624622,Electronics,99.69
Agent_1730035,Electronics,13.30
Agent_377029,Fashion,25.91
Agent_2238976,Auto & Accessories,2.01
Agent_1279766,Auto & Accessories,29.97
Agent_2150961,Home & Furniture,98.55
Agent_1334210,Fashion,28.71
Agent_597731,Auto & Accessories,73.88
Agent_1033105,Fashion,95.99
Agent_296585,Fashion,97.15
Agent_653184,Auto & Accessories,12.77
Agent_86744,Home & Furniture,84.56
Agent_756137,Auto & Accessories,69.55
Agent_1016136,Home & Furniture,97.09
Agent_482349,Home & Furniture,37.63
Agent_2188137,Auto & Accessories,34.39
Agent_91571,Fashion,66.94
Agent_23253,Home & Furniture,54.86
Agent_227846,Home & Furniture,26.75
Agent_1167187,Fashion,84.18
Agent_1928458,Home & Furniture,60.48
Agent_1018290,Auto & Accessories,11.94
Agent_2294677,Electronics,41.22
Agent_1033348,Home & Furniture,77.61
Agent_1235296,Fashion,40.54
Agent_1212353,Electronics,37.40
Agent_1233446,Auto & Accessories,8.81
Agent_1907286,Electronics,52.46
Agent_1132217,Home & Furniture,80.49
Agent_392477,Home & Furniture,56.02
Agent_2124833,Electronics,77.82
Agent_1677312,Fashion,62.87
Agent_1759922,Auto & Accessories,99.28
Agent_2353986,Fashion,17.15
Agent_25385,Fashion,12.14
Agent_1218164,Fashion,87.50
Agent_2060324,Auto & Accessories,33.19
Agent_424251,Fashion,51.07
Agent_1192652,Home & Furniture,66.02
Agent_959667,Home & Furniture,44.36
Agent_700151,Electronics,26.20
Agent_1010044,Fashion,57.31
Agent_1054264,Fashion,19.84
Agent_1194694,Electronics,41.98
Agent_971147,Electronics,60.49
Agent_49590,Electronics,92.71
Agent_1599226,Home & Furniture,32.04
Agent_158750,Auto & Accessories,8.64
Agent_2169685,Electronics,29.02
Agent_251130,Auto & Accessories,44.65
Agent_1000415,Electronics,94.04
Agent_2204549,Auto & Accessories,90.12
Agent_667606,Home & Furniture,23.55
Agent_2022072,Electronics,55.69
Agent_1443309,Fashion,23.98
Agent_1578945,Home & Furniture,20.73
Agent_1970060,Auto & Accessories,13.57
Agent_2283731,Home & Furniture,25.32
Agent_758679,Home & Furniture,92.03
Agent_1069886,Electronics,14.50
Agent_1968918,Home & Furniture,45.88
Agent_569513,Electronics,93.98
Agent_201052,Fashion,63.41
Agent_261679,Electronics,43.71
Agent_94968,Electronics,80.32
Agent_1713479,Electronics,51.93
Agent_2350591,Home & Furniture,99.96
Agent_267936,Auto & Accessories,77.01
Agent_960768,Auto & Accessories,53.24
Agent_616046,Fashion,7.36
Agent_1009956,Electronics,67.53
Agent_1873080,Auto & Accessories,66.21
Agent_1206472,Electronics,63.54
Agent_761574,Fashion,80.17
Agent_650860,Home & Furniture,78.60
Agent_1635464,Electronics,49.87
Agent_1168201,Home & Furniture,51.58
Agent_1320576,Auto & Accessories,13.29
Agent_731166,Home & Furniture,44.09
Agent_1063895,Home & Furniture,89.43
Agent_1113918,Auto & Accessories,93.93
Agent_1865874,Auto & Accessories,73.83
Agent_1285406,Home & Furniture,39.42
Agent_942807,Fashion,80.01
Agent_1747805,Electronics,86.19
Agent_1994777,Home & Furniture,97.17
Agent_2014883,Electronics,46.15
Agent_2027209,Auto & Accessories,59.75
Agent_1585551,Home & Furniture,75.83
Agent_1256575,Fashion,64.16
Agent_2011428,Auto & Accessories,5.93
Agent_1624076,Home & Furniture,26.66
Agent_757350,Home & Furniture,86.72
Agent_105240,Electronics,16.72
Agent_931754,Auto & Accessories,69.79
Agent_270797,Fashion,47.56
Agent_1438143,Auto & Accessories,46.26
Agent_1991611,Fashion,71.56
Agent_842338,Auto & Accessories,59.55
Agent_1448853,Electronics,87.72
Agent_778148,Fashion,21.50
Agent_346827,Home & Furniture,43.50
Agent_388610,Home & Furniture,81.17
Agent_170720,Fashion,67.20
Agent_670348,Fashion,63.33
Agent_1381698,Auto & Accessories,4.23
Agent_713235,Electronics,80.32
Agent_267580,Electronics,19.34
Agent_442278,Auto & Accessories,36.85
Agent_1199096,Fashion,48.94
Agent_1112955,Fashion,41.51
Agent_2367315,Auto & Accessories,36.76
Agent_948239,Fashion,44.14
Agent_2120962,Auto & Accessories,92.19
Agent_1596480,Electronics,62.80
Agent_300368,Electronics,65.08
Agent_125433,Home & Furniture,16.96
Agent_635787,Electronics,42.75
Agent_1463914,Home & Furniture,87.06
Agent_683880,Electronics,45.87
Agent_1085088,Home & Furniture,88.97
Agent_68099,Fashion,9.99
Agent_1947771,Fashion,52.33
Agent_1929001,Home & Furniture,83.10
Agent_239534,Electronics,14.28
Agent_1065873,Home & Furniture,38.24
Agent_404231,Auto & Accessories,70.77
Agent_184330,Fashion,67.57
Agent_1585799,Auto & Accessories,97.31
Agent_542711,Home & Furniture,87.20
Agent_1534634,Auto & Accessories,18.80
Agent_1942714,Auto & Accessories,34.42
Agent_1727960,Auto & Accessories,44.30
Agent_685430,Home & Furniture,60.43
Agent_166160,Home & Furniture,61.84
Agent_1567868,Fashion,11.75
Agent_160894,Electronics,83.17
Agent_548584,Home & Furniture,69.89
Agent_1334649,Electronics,66.03
Agent_687729,Fashion,29.68
Agent_790776,Auto & Accessories,57.90
Agent_2346933,Electronics,32.41
Agent_1293690,Fashion,1.93
Agent_232172,Fashion,46.97
Agent_1446560,Home & Furniture,33.13
Agent_2103923,Fashion,86.49
Agent_2288538,Home & Furniture,73.85
Agent_1121430,Auto & Accessories,63.93
Agent_2245599,Home & Furniture,56.78
Agent_849666,Home & Furniture,42.81
Agent_2021863,Auto & Accessories,99.79
Agent_2398806,Electronics,75.65
Agent_2274552,Fashion,90.45
Agent_197116,Home & Furniture,42.06
Agent_243657,Home & Furniture,13.07
Agent_1725431,Electronics,21.65
Agent_1571972,Auto & Accessories,37.41
Agent_2303125,Electronics,51.76
Agent_2169272,Home & Furniture,49.94
Agent_1329942,Home & Furniture,96.49
Agent_469408,Electronics,72.44
Agent_1645672,Electronics,4.21
Agent_25117,Auto & Accessories,96.16
Agent_678588,Electronics,5.00
Agent_342717,Fashion,36.59
Agent_787979,Fashion,60.20
Agent_2200686,Electronics,12.03
Agent_346133,Fashion,54.01
Agent_1649044,Fashion,33.28
Agent_623940,Electronics,10.66
Agent_869017,Home & Furniture,62.65
Agent_877531,Electronics,96.06
Agent_240955,Auto & Accessories,28.26
Agent_455,Electronics,21.70
Agent_1630228,Auto & Accessories,21.52
Agent_152854,Auto & Accessories,66.99
Agent_209891,Electronics,78.33
Agent_2373211,Electronics,60.28
Agent_124893,Home & Furniture,24.40
Agent_2304083,Home & Furniture,64.20
Agent_187281,Fashion,79.74
Agent_1473578,Electronics,86.91
Agent_1053731,Fashion,8.66
Agent_372602,Electronics,93.44
Agent_917258,Home & Furniture,40.18
Agent_1740266,Electronics,54.28
Agent_995850,Home & Furniture,92.14
Agent_617968,Home & Furniture,83.56
Agent_773760,Auto & Accessories,91.53
Agent_2013550,Electronics,34.97
Agent_1397415,Electronics,32.13
Agent_1284398,Home & Furniture,34.15
Agent_1178579,Auto & Accessories,63.30
Agent_2535,Auto & Accessories,47.34
Agent_1534192,Home & Furniture,55.35
Agent_1619918,Fashion,13.21
Agent_1626377,Home & Furniture,27.89
Agent_2143025,Home & Furniture,52.07
Agent_2122825,Fashion,24.38
Agent_434000,Auto & Accessories,99.67
Agent_1230736,Fashion,53.08
Agent_2342277,Auto & Accessories,80.46
Agent_314012,Auto & Accessories,21.88
Agent_2277692,Electronics,2.84
Agent_1287493,Home & Furniture,19.54
Agent_1854456,Electronics,74.48
Agent_138778,Electronics,6.14
Agent_1642259,Auto & Accessories,33.54
Agent_15106,Fashion,76.42
Agent_872131,Auto & Accessories,49.38
Agent_901893,Home & Furniture,10.82
Agent_1596055,Fashion,82.23
Agent_625312,Auto & Accessories,94.95
Agent_71763,Fashion,64.03
Agent_1741612,Home & Furniture,36.62
Agent_1817007,Electronics,34.42
Agent_926842,Fashion,66.77
Agent_1519922,Fashion,1.86
Agent_1060087,Fashion,85.06
Agent_2209439,Fashion,51.97
Agent_1606388,Electronics,60.85
Agent_967848,Electronics,47.63
Agent_1125002,Fashion,49.70
Agent_2053660,Fashion,68.37
Agent_1188813,Fashion,97.75
Agent_411863,Home & Furniture,57.93
Agent_2145649,Auto & Accessories,83.87
Agent_304454,Fashion,65.76
Agent_334210,Fashion,27.71
Agent_1545544,Electronics,99.09
Agent_1592818,Electronics,78.89
Agent_921870,Auto & Accessories,8.40
Agent_1447345,Electronics,82.43
Agent_1732441,Electronics,43.15
Agent_438788,Electronics,54.50
Agent_1511472,Auto & Accessories,60.14
Agent_2034581,Fashion,80.59
Agent_1561148,Electronics,92.30
Agent_242852,Fashion,12.76
Agent_1855296,Electronics,19.22
Agent_1995907,Fashion,76.58
Agent_700634,Fashion,83.55
Agent_567876,Fashion,60.29
Agent_894895,Home & Furniture,86.16
Agent_1897699,Electronics,48.17
Agent_1734914,Auto & Accessories,15.12
Agent_1635064,Electronics,48.70
Agent_520952,Fashion,1.92
Agent_476638,Electronics,82.98
Agent_1597344,Electronics,10.64
Agent_133299,Fashion,28.91
Agent_2303341,Electronics,25.99
Agent_2304165,Fashion,56.63
Agent_1807295,Auto & Accessories,82.63
Agent_1242858,Fashion,48.89
Agent_737501,Home & Furniture,92.31
Agent_841347,Home & Furniture,43.39
Agent_1244300,Fashion,71.10
Agent_1301117,Fashion,65.55
Agent_869083,Home & Furniture,63.68
Agent_1307675,Electronics,64.07
Agent_1485828,Auto & Accessories,99.57
Agent_1315284,Auto & Accessories,12.99
Agent_1971649,Electronics,29.97
Agent_451746,Auto & Accessories,36.63
Agent_1167619,Electronics,83.44
Agent_1807595,Electronics,87.55
Agent_1390460,Fashion,88.32
Agent_1604706,Auto & Accessories,1.91
Agent_2374941,Electronics,69.68
Agent_2388953,Auto & Accessories,17.60
Agent_713310,Auto & Accessories,12.61
Agent_1853543,Fashion,56.83
Agent_1635149,Fashion,84.79
Agent_2007285,Auto & Accessories,90.52
Agent_637501,Electronics,96.49
Agent_745136,Home & Furniture,41.71
Agent_2045170,Electronics,22.85
Agent_750086,Auto & Accessories,80.83
Agent_2037710,Home & Furniture,30.61
Agent_1168709,Fashion,62.77
Agent_2253775,Home & Furniture,42.79
Agent_1947329,Home & Furniture,79.22
Agent_1860107,Auto & Accessories,30.88
Agent_1049918,Home & Furniture,2.98
Agent_986174,Electronics,41.88
Agent_2231856,Electronics,21.39
Agent_2195827,Home & Furniture,33.92
Agent_448983,Home & Furniture,39.13
Agent_79567,Electronics,74.29
Agent_346180,Home & Furniture,47.92
Agent_1395965,Home & Furniture,70.67
Agent_371187,Fashion,64.23
Agent_1695084,Auto & Accessories,79.00
Agent_2229738,Auto & Accessories,98.64
Agent_1352788,Fashion,47.31
Agent_2221077,Electronics,94.19
Agent_288866,Electronics,45.60
Agent_550299,Home & Furniture,94.65
Agent_1899036,Electronics,4.73
Agent_941945,Fashion,23.44
Agent_1626677,Home & Furniture,65.02
Agent_897917,Electronics,12.13
Agent_1332211,Home & Furniture,23.38
Agent_2257617,Fashion,16.90
Agent_645374,Auto & Accessories,94.60
Agent_1359188,Electronics,86.30
Agent_1199308,Electronics,43.43
Agent_2198356,Electronics,94.95
Agent_1322460,Auto & Accessories,31.30
Agent_506400,Electronics,27.30
Agent_2240322,Auto & Accessories,83.77
Agent_1296155,Electronics,53.55
Agent_1090462,Electronics,30.32
Agent_683309,Auto & Accessories,96.08
Agent_1346846,Fashion,44.10
Agent_50539,Auto & Accessories,80.97
Agent_1916638,Electronics,32.84
Agent_352000,Home & Furniture,38.38
Agent_2377114,Fashion,34.58
Agent_476454,Fashion,48.62
Agent_1115735,Fashion,96.93
Agent_1146197,Fashion,18.31
Agent_797237,Fashion,79.95
Agent_392724,Home & Furniture,80.22
Agent_597452,Fashion,57.37
Agent_1330266,Electronics,68.80
Agent_697408,Fashion,41.30
Agent_262204,Electronics,29.69
Agent_401325,Fashion,1.45
Agent_777598,Fashion,93.77
Agent_506642,Electronics,32.01
Agent_1424308,Fashion,91.88
Agent_698171,Electronics,68.39
Agent_50378,Home & Furniture,17.63
Agent_1428897,Auto & Accessories,93.72
Agent_2235701,Electronics,68.58
Agent_1372602,Fashion,46.09
Agent_1391942,Auto & Accessories,54.52
Agent_1973531,Auto & Accessories,31.52
Agent_1110253,Home & Furniture,14.43
Agent_1800597,Auto & Accessories,2.49
Agent_495543,Auto & Accessories,87.39
Agent_2251171,Auto & Accessories,90.42
Agent_593651,Electronics,40.20
Agent_1463283,Electronics,62.67
Agent_311214,Home & Furniture,35.94
Agent_2353463,Home & Furniture,81.91
Agent_1335710,Fashion,67.31
Agent_1032292,Electronics,80.62
Agent_1942595,Fashion,75.49
Agent_111165,Electronics,3.31
Agent_404161,Fashion,1.58
Agent_1831287,Fashion,93.20
Agent_2353482,Fashion,92.83
Agent_1905091,Home & Furniture,93.12
Agent_1726447,Home & Furniture,34.04
Agent_1717231,Electronics,19.10
Agent_1535181,Home & Furniture,93.03
Agent_1924267,Auto & Accessories,43.01
Agent_1799481,Electronics,11.17
Agent_329707,Fashion,28.37
Agent_1567863,Auto & Accessories,10.19
Agent_1248764,Fashion,33.06
Agent_198400,Electronics,33.14
Agent_758294,Electronics,65.42
Agent_1029816,Home & Furniture,35.54
Agent_1685853,Home & Furniture,98.05
Agent_1885357,Fashion,52.66
Agent_2289180,Auto & Accessories,17.32
Agent_1216842,Fashion,28.40
Agent_1073774,Fashion,69.15
Agent_2004423,Home & Furniture,72.17
Agent_1169738,Fashion,76.05
Agent_978092,Auto & Accessories,88.89
Agent_2190602,Electronics,41.09
Agent_768292,Auto & Accessories,61.20
Agent_966861,Auto & Accessories,52.89
